school,title,topic,time,custom_minutes_per_week,location,requirements,description_evaluation_method,description_overview
WCAS,MATH 230-2-51 Multivariable Integral Calculus,,MoWeFr 11:00AM - 11:50AM,150,Technological Institute MG28,['ClassRequirement'],,"Multiple integration: double integrals, triple integrals, and the change of variables theorem. Vector calculus: vector fields, line integrals, surface integrals, curl and divergence, Green's theorem, Stokes' theorem, and the divergence theorem. Not open to students in the McCormick School of Engineering. Students may not receive credit for both MATH 230-2 and any of MATH 228-2, MATH 234-0, MATH 281-2, MATH 285-3, MATH 290-3, MATH 291-3, or ES_APPM 252-2.<br/>Prerequisite: MATH 230-0 (former) or MATH 230-1 or MATH 281-1 or MATH 285-2 or MATH 290-2 or MATH 291-2 or ES_APPM 252-1."
WCAS,MATH 230-2-71 Multivariable Integral Calculus,,MoWeFr 1:00PM - 1:50PM,150,Technological Institute MG28,['ClassRequirement'],,"Multiple integration: double integrals, triple integrals, and the change of variables theorem. Vector calculus: vector fields, line integrals, surface integrals, curl and divergence, Green's theorem, Stokes' theorem, and the divergence theorem. Not open to students in the McCormick School of Engineering. Students may not receive credit for both MATH 230-2 and any of MATH 228-2, MATH 234-0, MATH 281-2, MATH 285-3, MATH 290-3, MATH 291-3, or ES_APPM 252-2.<br/>Prerequisite: MATH 230-0 (former) or MATH 230-1 or MATH 281-1 or MATH 285-2 or MATH 290-2 or MATH 291-2 or ES_APPM 252-1."
WCAS,MATH 228-2-47 Multivariable Integral Calculus for Engineering,,MoWeFr 10:00AM - 10:50AM,150,2122 Sheridan Rd Classroom 250,['MajorOther'],,"Multiple integration: double integrals, triple integrals, and change of variables. Vector calculus: vector fields, line integrals, surface integrals, curl and divergence, Green's theorem, Stokes' theorem, and the divergence theorem. For McCormick School of Engineering students only. Students may not receive credit for both MATH 228-2 and any of MATH 230-2, MATH 281-2, MATH 285-3, MATH 290-3, MATH 291-3, or ES_APPM 252-2. Prerequisite: MATH 228-1 or MATH 230-1 or MATH 281-1 or MATH 285-2 or MATH 290-2 or MATH 291-2 or ES_APPM 252-1."
WCAS,MATH 228-2-57 Multivariable Integral Calculus for Engineering,,MoWeFr 11:00AM - 11:50AM,150,2122 Sheridan Rd Classroom 250,['MajorOther'],,"Multiple integration: double integrals, triple integrals, and change of variables. Vector calculus: vector fields, line integrals, surface integrals, curl and divergence, Green's theorem, Stokes' theorem, and the divergence theorem. For McCormick School of Engineering students only. Students may not receive credit for both MATH 228-2 and any of MATH 230-2, MATH 281-2, MATH 285-3, MATH 290-3, MATH 291-3, or ES_APPM 252-2. Prerequisite: MATH 228-1 or MATH 230-1 or MATH 281-1 or MATH 285-2 or MATH 290-2 or MATH 291-2 or ES_APPM 252-1."
WCAS,MATH 228-2-67 Multivariable Integral Calculus for Engineering,,MoWeFr 12:00PM - 12:50PM,150,2122 Sheridan Rd Classroom 250,['MajorOther'],,"Multiple integration: double integrals, triple integrals, and change of variables. Vector calculus: vector fields, line integrals, surface integrals, curl and divergence, Green's theorem, Stokes' theorem, and the divergence theorem. For McCormick School of Engineering students only. Students may not receive credit for both MATH 228-2 and any of MATH 230-2, MATH 281-2, MATH 285-3, MATH 290-3, MATH 291-3, or ES_APPM 252-2. Prerequisite: MATH 228-1 or MATH 230-1 or MATH 281-1 or MATH 285-2 or MATH 290-2 or MATH 291-2 or ES_APPM 252-1."
WCAS,MATH 450-3-81 Probability Theory and Stochastic Analysis,,MoWeFr 2:00PM - 2:50PM,150,Lunt Hall 107,['MajorOther'],,"Probability spaces, random variables, distribution functions, conditional probability, laws of large numbers, and central limit theorem. Random walk, Markov chains, martingales, and stochastic processes. Definition and properties of standard Brownian motion. Stochastic Integration and stochastic differential calculus, with applications to diffusion processes."
WCAS,MATH 310-3-31 Probability and Stochastic Processes,,MoWeFr 9:00AM - 9:50AM,150,Parkes Hall 224,"['ClassRequirement', 'ClassRequirement']",,"Continuous-time Markov chains, queues, population growth models. Brownian motion and other diffusion processes. Additional topics as time permits. Students may not receive credit for both MATH 310-3 and MATH 311-3.<br/>Prerequisite: MATH 310-2 or MATH 311-2."
WCAS,MATH 310-3-51 Probability and Stochastic Processes,,MoWeFr 11:00AM - 11:50AM,150,Parkes Hall 212,"['ClassRequirement', 'ClassRequirement']",,"Continuous-time Markov chains, queues, population growth models. Brownian motion and other diffusion processes. Additional topics as time permits. Students may not receive credit for both MATH 310-3 and MATH 311-3.<br/>Prerequisite: MATH 310-2 or MATH 311-2."
WCAS,MATH 353-0-81 Qualitative Theory of Differential Equations,,MoWeFr 2:00PM - 2:50PM,150,Lunt Hall 103,"['ClassRequirement', 'ClassRequirement']",,"Qualitative theory or ordinary differential equations. Linear systems, phase portraits, periodic solutions, stability theory, Lyapunov functions, chaotic differential equations. Prerequisites: 240 and 250 or equivalent."
WCAS,MATH 100-0-51 Quantitative Reasoning,,MoWeFr 11:00AM - 11:50AM,150,Locy Hall 305,"['MajorOther', 'Other']",,"Analyzing topical, real-life problems from a quantitative perspective. Developing facility with basic algebra, probability, and statistics to solve multistep problems."
WCAS,MATH 320-3-71 Real Analysis,,MoWeFr 1:00PM - 1:50PM,150,Lunt Hall 107,"['ClassRequirement', 'ClassRequirement']",,"Analysis on Euclidean spaces: the topology of Euclidean spaces, limits, continuity, and differentiability, including the inverse and implicit function theorems. Additional topics as time permits. Students may not receive credit for both MATH 320-3 and MATH 321-2.<br/>Prerequisite: MATH 320-2."
WCAS,MATH 226-0-31 Sequences and Series,,MoWeFr 9:00AM - 9:50AM,150,Lunt Hall 103,['MajorOther'],,"Sequences, series, and convergence tests. Power series, Taylor polynomials and error. Complex numbers. Second-order linear ordinary differential equations and power series solutions. Students may not earn credit for both MATH 226-0 and MATH 281-2. Prerequisite: MATH 218-3 or MATH 220-2."
WCAS,MATH 211-0-41 Short Course in Calculus,,MoWeFr 10:00AM - 10:50AM,150,Annenberg Hall G32,['MajorOther'],,"Elements of differential and integral calculus. Students may not receive credit for both MATH 211-0 and any of MATH 212-0, MATH 213-0, MATH 220-0, or MATH 224-0. Not suitable for students planning to major in mathematics, the natural sciences, or economics."
WCAS,MATH 218-2-71 Single-Variable Calculus with Precalculus,,MoWeFr 1:00PM - 1:50PM,150,Lunt Hall 105,"['ClassRequirement', 'ClassRequirement']",,"Extreme value theorem, mean value theorem, and curve-sketching. Related Rates. Optimization. Transcendental and inverse functions. Students may not receive credit for both MATH 218-2 and either MATH 211-0 or MATH 220-1.<br/>Prerequisite: MATH 218-1 or consent of the department."
WCAS,MATH 218-3-81 Single-Variable Calculus with Precalculus,,MoWeFr 2:00PM - 2:50PM,150,Locy Hall 214,"['ClassRequirement', 'ClassRequirement']",,"Definite integrals, antiderivatives, and the fundamental theorem of calculus. Areas and volumes. Techniques of integration, numerical integration, and improper integrals. First-order linear and separable ordinary differential equations. Students may not receive credit for both MATH 218-3 and MATH 220-2.<br/>Prerequisite: MATH 218-2 or consent of the department."
WCAS,MATH 220-2-41 Single-Variable Integral Calculus,,MoWeFr 10:00AM - 10:50AM,150,Lunt Hall 105,['MajorOther'],,"Definite integrals, antiderivatives, and the fundamental theorem of calculus. Transcendental and inverse functions. Areas and volumes. Techniques of integration, numerical integration, and improper integrals. First-order linear and separable ordinary differential equations. Students may not receive credit for both MATH 220-2 and MATH 218-3. Prerequisite: MATH 218-2 or MATH 220-1."
WCAS,MATH 220-2-51 Single-Variable Integral Calculus,,MoWeFr 11:00AM - 11:50AM,150,Parkes Hall 222,['MajorOther'],,"Definite integrals, antiderivatives, and the fundamental theorem of calculus. Transcendental and inverse functions. Areas and volumes. Techniques of integration, numerical integration, and improper integrals. First-order linear and separable ordinary differential equations. Students may not receive credit for both MATH 220-2 and MATH 218-3. Prerequisite: MATH 218-2 or MATH 220-1."
WCAS,MATH 220-2-61 Single-Variable Integral Calculus,,MoWeFr 12:00PM - 12:50PM,150,Lunt Hall 105,['MajorOther'],,"Definite integrals, antiderivatives, and the fundamental theorem of calculus. Transcendental and inverse functions. Areas and volumes. Techniques of integration, numerical integration, and improper integrals. First-order linear and separable ordinary differential equations. Students may not receive credit for both MATH 220-2 and MATH 218-3. Prerequisite: MATH 218-2 or MATH 220-1."
WCAS,MATH 511-1-61 Topics in Analysis,,MoWeFr 12:00PM - 12:50PM,150,Lunt Hall 101,['MajorOther'],,"An analysis whose topics will be determined by student interest. Those of you who would like to work in<br/>Analysis should think over what you want to learn and let me know. Possible topics: spectral geometry on<br/>Riemannian manifolds, Quantum Chaos, or (in quite another direction) Monge-Ampere equations and<br/>geodesics in the space of Kahler metrics."
WCAS,MATH 513-2-91 Topics in Dynamical Systems,,MoWeFr 3:00PM - 3:50PM,150,Lunt Hall 102,['MajorOther'],,Topics in Dynamical Systems
WCAS,MATH 514-2-61 Topics in Geometry,,MoWeFr 12:00PM - 12:50PM,150,Lunt Hall 103,['MajorOther'],,"We will study the geometry and analysis of Riemann surfaces. Topics I'd like to cover, if there is time for everything:<br/><br/>* Examples: C, P^1, tori, ...<br/>* Quotients and coverings<br/>* Picard theorems<br/>* Existence of meromorphic 1-forms and functions, via the L^2 d-bar method<br/>* Uniformization theorem<br/>* Line bundles and divisors<br/>* Riemann-Roch<br/>* Serre duality<br/>* Embedding theorem for compact Riemann surfaces"
WCAS,MATH 395-0-91 Undergraduate Seminar,,MoWeFr 3:00PM - 3:50PM,150,Lunt Hall 101,"['MajorOther', 'MajorOther']",,"Title: Operator algebras and non-commutative geometry<br/><br/>Instructor: Prof. Ezra Getzler<br/><br/>Description: Historically, operator algebras arose as an abstraction of the idea of the space of continuous functions on a topological space: except that now, we allow these functions to violate the commutativity rule xy=yx. Their study is a subject that combines the best of algebra and analysis. Its most important applications have been to quantum theory, but it crops up all over modern mathematics.<br/><br/>This seminar will cover a selection of the following topics: bounded and compact operators on Hilbert space; C*-algebras; the classification of commutative C*-algebras; Fredholm operators; Toeplitz operators and an introduction to K-theory.<br/><br/>Suggested Prerequisites: 321-1 and 321-2"
WCAS,MENA 390-3-20 Advanced Topics in Middle East &amp; North African Studies,"Porous Borders: Geography, Power and Techniques of",MoWe 5:00PM - 6:20PM,160,Locy Hall 303,[],"Students will be evaluated on the basis of two 5-7-page papers (50%) and class participation (50%). Class participation includes (1) Regular attendance and contribution to discussion (10%); (2) Reading responses (25%); and (3) Leading discussion/Presentation (15%). Class Attendance and active participation are mandatory: unexcused absences will affect your grade, as will non-participation in discussion.","At the advent of increased globalization, some scholars have argued that the movements of capital, commodities and people across nation-states have rendered their borders increasingly more porous. The death of the nation-state and the birth of the multinational corporation heralded this new epoch. Yet, in the epoch of off-shored refugee processing centers and border walls, this assumed porosity of borders begs a reexamination of broader geographies of power and tactics of movement. In this course, we examine the historically and geographically specific constellations of borders and ask: How does the border become an architecture of regulation that extends access to mobility to some and denies it to others? What is a border? Is it the physical line drawn between two states? Who gets to draw these lines? Is a state border a given result of a natural and ethnic contract or the terrain of constant contestation or negotiation in global and international affairs? This course examines these questions by proposing to re-conceptualize border as equally the product of mobile social actors, contraband commodities and fluctuating values as they are of state policies aimed at managing these movements."
WCAS,MENA 390-3-21 Advanced Topics in Middle East &amp; North African Studies,Popular Culture and Protest in the Middle East,MoWe 9:30AM - 10:50AM,160,Kresge Cent. Hall 2-380 Kaplan,[],20% participation 40% take home final 25% short paper 15% homework exercise,"This course will examine the connection between popular culture and politics in the Middle East and North Africa. Popular culture - including films, music, poetry, street art, the internet, and television - has been a critical means for expressing political viewpoints and indeed motivating political action. It has also been used by groups and governments seeking to maintain power and repress populist sentiment. This course will take a careful and critical view of different examples of popular culture from across the region, asking what kind of politics they embody and enable. We will concentrate on what popular culture tells us about social change and hierarchies of power related to nation-states, generations, social class, gender, race/ethnicity, and religion."
WCAS,MENA 390-3-22 Advanced Topics in Middle East &amp; North African Studies,Politics of the Middle East,TuTh 2:00PM - 3:20PM,160,Tech Institute Lecture Room 2,[],"Exam, final: 25%;Exam, mid-term: 25%;Paper, final: 25%;Class participation: 15%;Homework: Blog posts: 6%;Quizzes: 4%","This course explores the comparative politics of the Middle East and North Africa. The first half of the course focuses on the historical and institutional context of politics and government. Here we examine the emergence of independent states, the consolidation of regimes, and patterns in the relationship between state, society, and economy. We compare explanations for the endurance of authoritarian regimes, examine the role of Islam in politics, and also look at the Iranian Revolution and Islamic Republic. The second half of the course concentrates on dynamics of mobilization and conflict. Here we explore the Arab uprisings that began in late 2010 and their aftermath, current challenges facing the search for stability and democracy in the region, the Syrian war, and the origins and evolution of the Israeli-Palestinian conflict."
WCAS,MENA 390-4-20 Advanced Topics in Middle East &amp; North African Studies,Arabian Peninsula Since 18th Century,MoWeFr 2:00PM - 2:50PM,150,Locy Hall 301,[],,"This course aims at introducing students to major themes in the modern history, politics and so­cieties of the Arabian Peninsula, which is an often neglected but increasingly pivotal region of the Middle East. The first half of the course will concentrate on state formation and the politi­cal, economic and ideological forces that shaped the Peninsula until the British withdrawal. The second half of the course will be more thematic and will address some of the most important challenges that the region has faced since the 1970s. Because of its undeniable regional importance and influence, Saudi Arabia will receive particular attention throughout the quarter, though lectures and readings will cover other emirates of the Gulf as well as Yemen. The course combines lectures and some discussions."
WCAS,MENA 390-4-21 Advanced Topics in Middle East &amp; North African Studies,Archaeology and Nationalism,TuTh 2:00PM - 3:20PM,160,Locy Hall 305,[],,"Archaeology and nationalism have been closely intertwined at least since the idea of the nation-state emerged following the French Revolution. Archaeology offers nationalist agendas the possibility of filling in national historical records and extending the past far into prehistory. Its results can be displayed in museums, occupy entire sites, and be readily accessible online ?thus potentially reaching many new audiences beyond traditional print media. In turn, nationalism has contributed significantly to the development of archaeology as a modern discipline.<br/> <br/>Drawing on new critical approaches and examples selected from a wide geographical range, this course explores the role of archaeology in the creation and elaboration of national identities from the eighteenth century to the present day. Issues include the institutionalization of archaeology; the development of museums and practices of display and interpretation; the creation of archaeological sites as national monuments and tourist destinations; cultural property legislation and repatriation of artifacts; and archaeology and monuments under totalitarian regimes."
WCAS,MENA 412-1-20 MENA Graduate Colloquium,,Mo 12:00PM - 2:00PM,120,Kresge 5531 Comp Lit. Sem. Rm.,[],"Students enrolled for credit are evaluated based on their public presentation, and their responses (both written and oral) to the papers and presentations of other students enrolled in MENA 412 for credit.","The MENA Colloquium is designed to encourage dialogue between students across disciplines who share interests in Middle East and North African Studies, to offer a space to develop extended papers and research reports, and to foster discussion between Northwestern MENA students and faculty. Students begin by enrolling in MENA 412-1 followed by MENA 412-2 as zero credit courses. Upon successful completion of MENA 412-1 and 2 students may enroll in MENA 412-3, completion of which earns one course credit. Students taking the three part MENA 412 sequence must present their work at a MENA colloquium at least one time per academic year, pre-circulate their paper to other members of the seminar, make one formal response, attend all MENA colloquia plus selected invited speakers, and actively participate in breakfasts/lunches with select speakers and faculty. In order to obtain a Certificate in MENA Studies, students must enroll in three quarters of MENA 412 (one course credit) and three quarters of MENA 415 (which meets at the same time as MENA 412, and is otherwise identical, but does not require a public presentation or comment and bears no credit). Attendance at the colloquium is open to the public, although pre-circulated papers are only accessible to students enrolled in the MENA 412 sequence."
WCAS,MENA 412-2-20 MENA Graduate Colloquium,,Mo 12:00PM - 2:00PM,120,Kresge 5531 Comp Lit. Sem. Rm.,['ClassRequirement'],"Students enrolled for credit are evaluated based on their public presentation, and their responses (both written and oral) to the papers and presentations of other students enrolled in MENA 412 for credit.","The MENA Colloquium is designed to encourage dialogue between students across disciplines who share interests in Middle East and North African Studies, to offer a space to develop extended papers and research reports, and to foster discussion between Northwestern MENA students and faculty. Students begin by enrolling in MENA 412-1 followed by MENA 412-2 as zero credit courses. Upon successful completion of MENA 412-1 and 2 students may enroll in MENA 412-3, completion of which earns one course credit. Students taking the three part MENA 412 sequence must present their work at a MENA colloquium at least one time per academic year, pre-circulate their paper to other members of the seminar, make one formal response, attend all MENA colloquia plus selected invited speakers, and actively participate in breakfasts/lunches with select speakers and faculty. In order to obtain a Certificate in MENA Studies, students must enroll in three quarters of MENA 412 (one course credit) and three quarters of MENA 415 (which meets at the same time as MENA 412, and is otherwise identical, but does not require a public presentation or comment and bears no credit). Attendance at the colloquium is open to the public, although pre-circulated papers are only accessible to students enrolled in the MENA 412 sequence."
WCAS,MENA 412-3-20 MENA Graduate Colloquium,,Mo 12:00PM - 2:00PM,120,Kresge 5531 Comp Lit. Sem. Rm.,['ClassRequirement'],"Students enrolled for credit are evaluated based on their public presentation, and their responses (both written and oral) to the papers and presentations of other students enrolled in MENA 412 for credit.","The MENA Colloquium is designed to encourage dialogue between students across disciplines who share interests in Middle East and North African Studies, to offer a space to develop extended papers and research reports, and to foster discussion between Northwestern MENA students and faculty. Students begin by enrolling in MENA 412-1 followed by MENA 412-2 as zero credit courses. Upon successful completion of MENA 412-1 and 2 students may enroll in MENA 412-3, completion of which earns one course credit. Students taking the three part MENA 412 sequence must present their work at a MENA colloquium at least one time per academic year, pre-circulate their paper to other members of the seminar, make one formal response, attend all MENA colloquia plus selected invited speakers, and actively participate in breakfasts/lunches with select speakers and faculty. In order to obtain a Certificate in MENA Studies, students must enroll in three quarters of MENA 412 (one course credit) and three quarters of MENA 415 (which meets at the same time as MENA 412, and is otherwise identical, but does not require a public presentation or comment and bears no credit). Attendance at the colloquium is open to the public, although pre-circulated papers are only accessible to students enrolled in the MENA 412 sequence."
WCAS,MENA 415-0-20 MENA Graduate Colloquium Advanced,,Mo 12:00PM - 2:00PM,120,Kresge 5531 Comp Lit. Sem. Rm.,['ClassRequirement'],"Students enrolled for credit are evaluated based on their public presentation, and their responses (both written and oral) to the papers and presentations of other students enrolled in MENA 412 for credit.","The MENA Colloquium is designed to encourage dialogue between students across disciplines who share interests in Middle East and North African Studies, to offer a space to develop extended papers and research reports, and to foster discussion between Northwestern MENA students and faculty. Students begin by enrolling in MENA 412-1 followed by MENA 412-2 as zero credit courses. Upon successful completion of MENA 412-1 and 2 students may enroll in MENA 412-3, completion of which earns one course credit. Students taking the three part MENA 412 sequence must present their work at a MENA colloquium at least one time per academic year, pre-circulate their paper to other members of the seminar, make one formal response, attend all MENA colloquia plus selected invited speakers, and actively participate in breakfasts/lunches with select speakers and faculty. In order to obtain a Certificate in MENA Studies, students must enroll in three quarters of MENA 412 (one course credit) and three quarters of MENA 415 (which meets at the same time as MENA 412, and is otherwise identical, but does not require a public presentation or comment and bears no credit). Attendance at the colloquium is open to the public, although pre-circulated papers are only accessible to students enrolled in the MENA 412 sequence."
WCAS,NEUROBIO 595-0-1 Master's in Science in Neurobiology Laboratory Research,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
WCAS,NEUROSCI 303-0-20 Molecular Mechanisms of Neuropsychopharmacology,,TuTh 3:30PM - 4:50PM,160,Technological Institute LG72,"['MajorOther', 'ClassRequirement']",,"Neuropsychopharmacology treats brain disorders by adjusting the activity of specific brain molecules. These molecules largely localize to synapses, remarkable structures where signaling gives rise to thought and behavior. This advanced seminar course focuses on molecular mechanisms and aberrations of synaptic signal transduction and drugs that target them. Introductory historical perspectives will be followed by consideration of contemporary issues. Class discussions focus on readings from the research literature."
WCAS,NEUROSCI 326-0-20 Neurobiology of Learning and Memory,,TuTh 2:00PM - 3:20PM,160,Technological Institute M177,"['MajorOther', 'ClassRequirement']",Mid-term exam: 20%;Presentations: 20%;Homework assignments: 30%;Final exam: 30%,"How do animals learn? This course examines what neurobiologists know about how brain cells and neural circuits process experience to produce lasting changes in behavior. Lectures will involve in depth discussion of original research findings, with a focus on the latest molecular, neural physiology, and behavioral studies.<br/>A key goal of the course is for students to think logically about the design and interpretation of experiments from the primary literature, as well as to critically think about how to address current questions in the field of learning and memory."
WCAS,NEUROSCI 355-0-60 Neurogenetics of Behavior Laboratory,,MoWe 3:00PM - 4:50PM,220,Hogan 2-112 Cell/Tissue Cultur,"['MajorOther', 'ClassRequirement']",,"This is a project-based laboratory to investigate the genetic roots of neurobiology and behavior in a simple model system. We focus on non-electrode methods to study neural circuits and behavior including mutant analysis, neuroanatomical techniques, and behavioral paradigms such as courtship, aggression, circadian and sleep behavior. We will use the fruit fly as a model system because of the amazing genetic tools available to study the fly nervous system and the conservation of basic neurobiological processes between flies and humans. During the first section of the course you will learn a variety of techniques to study the nervous system. You will then design a project using the techniques learned in class, to be completed in the final weeks of the course. This will be summarized in a lab report due during finals week.<br/> NOTE 1: <strong> This course requires manual dexterity, steady hands, and good vision. You will need to handle flies while keeping them healthy, dissect their brain tissue, and troubleshoot practical problems. If any of these might pose challenges for you, please talk to the instructor before registering.</strong> <br/> NOTE 2: You will need to come into the labs outside class time at least a few times a week to collect virgin flies. This is done at the beginning and the end of the day and it is an ongoing task. Later in the course you will likely also need to come to finish experiments. Time outside regularly scheduled class is 2 or more hours per week typically and motivated students are encouraged to spend more time. Prerequisites: NEUROSCI 202-0 and NEUROSCI 206-0; or NEUROSCI 311-0 and NEUROSCI 206-0; or BIOL SCI 302-0."
WCAS,NEUROSCI 206-0-21 Systems and Behavioral Neuroscience,,MoWeFr 1:00PM - 1:50PM,150,Annenberg Hall G21,"['MajorOther', 'Other']","Two midterm exams, final exam.","This course explores current understanding of the organization and function of the mammalian central nervous system. Topics will include basic neuroanatomy, sensation and sensory perception, motor control, and higher cognitive functions including decision-making. Time will be devoted to presentation of essential knowledge from each area as well as to a discussion of key experiments that have contributed to our understanding. As an aid to the comprehension of relationships between structure and function in the central nervous system, sheep brain dissections will be performed."
WCAS,NEUROSCI 390-0-20 Topics in Neuroscience,Neurobiology of Homeostatic Behavior,TuTh 11:00AM - 12:20PM,160,Technological Institute M349,"['MajorOther', 'ClassRequirement']","Written literature summaries, class participation, oral presentations, final paper","This writing-intensive and discussion-based course will draw from primary literature on the neurobiology of healthy and toxic stress, individual differences in stress susceptibility and resilience, to explore biological mechanisms by which adversity can influence health and other outcomes. oral presentations and a final paper are required.<br/><br/>This class may be used as a Group B elective or as an Allied Field in Biology."
WCAS,PERSIAN 121-3-20 Persian II,,MoWeFr 10:00AM - 10:50AM,150,Kresge Centennial Hall 2-343,[],Class Participation; Homework; Three Tests; Writing Portfolio; Collaborative Presentation; and Oral Interview.,"Persian 121-3 is the third quarter of a three-quarter sequence for students who have completed first-year Persian or have been placed in the course through the Placement Test. The primary goal of this course is to develop students' active and passive basic grammar and vocabulary while exploring contemporary Iranian culture. Class meets three times a week and will be conducted in Persian. Students are expected to be on time, to participate actively, and to prepare outside of class at least one hour daily. Intermediate Persian follows a communicative approach to enable students to produce natural language rooted in an understanding of culture. In this course, students will learn about sports in Iran. They will also talk about jobs, news, and immigration in Iran. Chapters 25, 26, and 27 will be covered."
WCAS,PHIL 269-0-20 Bioethics,,TuTh 9:30AM - 10:50AM,160,Harris Hall 107,[],"Exam, finalClass participationPapers","This course is an analysis of ethical and political issues that arise in medicine, with particular attention to questions posed by developments in biotechnology. Topics to be considered include human research, abortion, euthanasia, genetic engineering, and the allocation of medical resources."
WCAS,PHIL 270-0-20 Climate Change and Sustainability: Economic and Ethical Dimensions,,TuTh 12:30PM - 1:50PM,160,Harris Hall 107,[],"Paper, finalAttendanceClass participationGroup workReadingsPaper, mid-term","This course is about our ethical responsibilities in the face of anthropogenic climate change. The course begins with an introduction to philosophical ethics, the scientific evidence in support of an anthropogenic role in climate change, and some advanced technological approaches to mitigating the effects of climate change. After these introductory sessions the class is split into two parts. We will begin with an exploration of how far reaching our ethical responsibilities are by questioning which things matter morally: are future-human beings, non-human animals, and ecosystems morally important? How do they compare morally to humans alive today? In the second part of the course we will focus on how individually specific our ethical responsibilities are. We will focus on a range of common behaviors relevant to climate change and ask whether and how we can ethically justify our individual participation or lack of participation in these behaviors. We will conclude the course by asking how our moral responsibilities with respect to climate change fit with our other moral responsibilities."
WCAS,PHIL 268-0-20 Ethics and the Environment,Ethics and the Environment,TuTh 2:00PM - 3:20PM,160,University Hall 102,[],"Exam, finalClass participationPapers","This course is an introduction to central concepts and problems in environmental ethics. We will devote particular attention to the question of moral standing, or in other words, the question of who or what is deserving of ultimate moral consideration. Topics to be discussed include the ethical treatment of animals, the value of non-sentient life, individualism versus holism in ethics, climate change and the ethics of geoengineering, and whether and why anthropocentrism might be a problem in environmental ethics."
WCAS,PHIL 109-6-20 First-Year Seminar in Philosophy,How to Live the Good Life,MoWe 2:00PM - 3:20PM,160,University Library 4722,"['Freshmen;Sophmores', 'AddDepartmentConsent']","AttendanceOtherClass participationPapersProject, finalShort reading responses;Journals","Some academic philosophers today treat philosophy as a series of puzzles about abstract questions or thought experiments. But ancient philosophical traditions around the world engaged in philosophy with the practical aim of figuring out how to live well. In this class, we will carry on that practical approach. We'll think hard together about big questions that you might wonder about in your ordinary life: What does a successful life look like? What should we aim at and how should we pursue these aims? Should we try to be happy? Should we try to make the world better? Should we try to be good? Or are we too fixated on doing things? Would it be better to give contemplation, gratitude, or enjoyment a larger role? We'll think about these questions with the help of great texts from the past, the work of some contemporary philosophers, and journalistic reports and essays drawn from popular media. You will develop, refine, and argue for your own answers in both discussion and written work."
WCAS,"PHIL 221-0-20 Gender, Politics, &amp; Philosophy",Gender and Politics,TuTh 6:00PM - 7:20PM,160,University Hall 122,[],"Paper, finalPresentationsAttendanceClass participationPapersQuizzes","This class introduces students to a variety of philosophical problems concerning gender and politics. Together, we'll read classic and contemporary texts that examine questions such as: what is gender - and how, if it all, does it relate to or differ from sex? What does it really mean to be a woman or a man - and are these categories we're born into or categories that we become or inhabit through living in a particular way under specific conditions? Human history all the way up to the present seems to be rife with asymmetrical relations of power that relegate those marked out as women to a subordinate position - what explains this? What would it mean to over turn this state of affairs - and which strategies are most likely to accomplish this task? And to what extent is it possible to grapple with all of the above questions - questions of gender, sex and sexuality - without also, at the very same time, thinking about how they relate to questions of class and race? Readings will include selections from Simone de Beauvoir, Iris Marion Young, Sandra Bartky, bell hooks, Patricia Hill Collins, Judith Butler, Talia Bettcher, and others."
WCAS,PHIL 210-3-20 History of Philosophy - Early Modern,,TuTh 11:00AM - 12:20PM,160,Lutkin Hall,[],"Exam, finalAttendanceClass participationPapersFinal Exam - in class","The transition from the Medieval to the Modern era in philosophy began, roughly, in the late 16th and early 17th centuries and ended, again roughly, in the late 18th century. New methods of acquiring knowledge, along with a radically different conception of the world, permanently transformed the philosophical enterprise and the broader culture. In this course we will examine the views of some of the most important modern philosophers?especially Descartes, Spinoza, Leibniz, Bayle, Locke, Berkeley, and Hume?on the nature of God, causation, substance, mind, knowledge, and the material world. Additional readings will be drawn from Elizabeth, Galileo, Masham, Boyle, Shepherd, and Du Châtelet."
WCAS,PHIL 222-0-20 Introduction to Africana Philosophy,,MoWe 8:00AM - 9:20AM,160,University Hall 102,[],"Paper, finalAttendanceClass participationPapers","There is broad agreement that one of the guiding threads of Africana Philosophy is the concern for liberation of Black peoples from racism, colonialism, and gender violence in the African Diaspora. But even if this can be agreed upon many of the thinkers who belong to this tradition wrote from vastly different historical and geographical contexts and, thus, we cannot assume that they all agreed or were responding to the same problems. This course will introduce students to the Africana philosophical tradition via hermeneutics. By reading figures from the late 19th to the mid-20th century students will be exposed both to the breadth of ideas of what it means to be free and learn how to read figures that come from historical contexts other than their own. In doing so students will develop the critical resources to reflect on issues of freedom in the present."
WCAS,PHIL 259-0-20 Introduction to Metaphysics,,TuTh 9:30AM - 10:50AM,160,Kresge Centennial Hall 2-415,[],"Paper, finalOtherPapersQuizzes","This course is a gentle introduction to Metaphysics. Metaphysics is an effort to think rigorously about the fundamental nature of reality. Some examples of metaphysical questions we will discuss are: Does reality contain causes, or are they a projection of our representation? What is it to be a person, and what is it to be the same person at different time? Is the world deterministic? If yes, how does that affect our belief that persons have free will. What is time? Are there other possible worlds, and if so how should we think of them? Throughout the course we will keep in sight a fundamental methodological question: how is it possible for us to make progress in thinking about these matters?"
